Transaction ID,Sender Account ID,Receiver Account ID,Transaction Amount,Transaction Type,Date,Time,Transaction Status,Fraud Flag,Geolocation (Latitude/Longitude),Device Used,Network Slice ID,Latency (ms),Slice Bandwidth (Mbps),PIN Code,State
TXN8890390631,ACC99054,ACC97489,118047,Deposit,11/19/2022,0.438194444,Success,FALSE,"34.0522 N, -74.006 W",Desktop,Slice2,58,73,9403,Kansas
TXN5589441104,ACC49865,ACC86726,44813,Withdrawal,11/19/2022,0.425,Success,FALSE,"55.7558 N, 139.6917 W",Mobile,Slice1,57,58,6747,Vermont
TXN6206308673,ACC50016,ACC16610,43349,Transfer,11/19/2022,0.422916667,Failed,TRUE,"48.8566 N, 139.6917 W",Mobile,Slice1,75,87,1704,Arizona
TXN9572905121,ACC17884,ACC81417,116612,Deposit,11/19/2022,10:39:00 AM,Success,TRUE,"34.0522 N, 37.6173 W",Desktop,Slice2,74,164,2158,South Carolina
TXN9375157430,ACC38711,ACC98722,71751,Withdrawal,11/19/2022,10:46:00 AM,Success,FALSE,"34.0522 N, -74.006 W",Desktop,Slice2,76,207,3319,Alabama
TXN7297484921,ACC69738,ACC99464,65800,Withdrawal,11/20/2022,0.420833333,Success,TRUE,"34.0522 N, 0.1278 W",Desktop,Slice2,59,153,1472,Tennessee
TXN3785811199,ACC45754,ACC56026,108773,Transfer,11/20/2022,0.45625,Success,TRUE,"55.7558 N, 37.6173 W",Desktop,Slice2,87,142,1424,Indiana
TXN1422419582,ACC99315,ACC69134,6735,Deposit,11/20/2022,0.454861111,Success,TRUE,"48.8566 N, 2.3522 W",Desktop,Slice2,60,240,5108,New York
TXN5843964744,ACC50985,ACC96391,85573,Transfer,11/20/2022,10:46:00 AM,Success,TRUE,"34.0522 N, 2.3522 W",Mobile,Slice2,69,73,6599,Idaho
TXN8635520804,ACC17584,ACC32226,134249,Deposit,11/20/2022,10:54:00 AM,Success,TRUE,"51.5074 N, 139.6917 W",Desktop,Slice1,65,148,7904,Idaho
TXN7140240715,ACC57840,ACC63698,67423,Withdrawal,11/21/2022,0.445138889,Success,FALSE,"34.0522 N, -118.2437 W",Mobile,Slice2,54,61,7145,Arkansas
TXN9649254386,ACC13948,ACC71806,25022,Withdrawal,11/21/2022,0.441666667,Success,TRUE,"48.8566 N, 0.1278 W",Desktop,Slice2,53,104,4527,Delaware
TXN6414718450,ACC40091,ACC54913,54843,Transfer,11/21/2022,0.454861111,Failed,TRUE,"40.7128 N, 139.6917 W",Desktop,Slice1,75,211,7697,Mississippi
TXN7450665604,ACC66864,ACC51253,13115,Deposit,11/21/2022,10:38:00 AM,Success,TRUE,"51.5074 N, 0.1278 W",Mobile,Slice3,57,99,7983,Maryland
TXN3642265035,ACC58817,ACC15152,31348,Withdrawal,11/21/2022,10:17:00 AM,Success,FALSE,"51.5074 N, -74.006 W",Desktop,Slice2,75,96,1254,Kentucky
TXN8745969736,ACC34512,ACC51551,140012,Withdrawal,11/22/2022,0.454861111,Success,FALSE,"34.0522 N, 37.6173 W",Desktop,Slice2,61,152,2336,Indiana
TXN9153984217,ACC34065,ACC67993,13777,Deposit,11/22/2022,0.442361111,Success,TRUE,"55.7558 N, 2.3522 W",Desktop,Slice2,62,215,4624,Florida
TXN9928470605,ACC51910,ACC64761,103327,Withdrawal,11/22/2022,0.45625,Success,FALSE,"55.7558 N, 2.3522 W",Mobile,Slice3,89,241,2166,Massachusetts
TXN8164649264,ACC91303,ACC96936,90476,Withdrawal,11/22/2022,10:55:00 AM,Success,FALSE,"34.0522 N, 37.6173 W",Desktop,Slice1,57,190,1372,Illinois
TXN4373536434,ACC58423,ACC85547,91822,Transfer,11/22/2022,10:12:00 AM,Success,TRUE,"35.6895 N, 37.6173 W",Desktop,Slice2,60,86,3052,Maine
TXN2732144556,ACC35662,ACC48982,68951,Deposit,11/23/2022,0.457638889,Success,FALSE,"51.5074 N, -118.2437 W",Mobile,Slice1,91,83,5776,Maine
TXN7131992962,ACC25089,ACC78786,16844,Withdrawal,11/23/2022,0.446527778,Success,TRUE,"34.0522 N, 139.6917 W",Desktop,Slice1,96,139,7140,Louisiana
TXN5519692100,ACC29209,ACC17339,24592,Deposit,11/23/2022,10:59:00 AM,Failed,TRUE,"48.8566 N, 139.6917 W",Desktop,Slice1,59,178,5425,Oklahoma
TXN8272540722,ACC54935,ACC25665,101453,Deposit,11/23/2022,0.417361111,Success,TRUE,"55.7558 N, 0.1278 W",Desktop,Slice3,76,221,3348,Colorado
TXN2567753845,ACC79919,ACC39708,137415,Deposit,11/23/2022,10:51:00 AM,Success,TRUE,"34.0522 N, 139.6917 W",Mobile,Slice3,66,247,1831,Illinois
TXN4863583366,ACC96531,ACC66183,132866,Transfer,11/24/2022,0.456944444,Success,TRUE,"51.5074 N, 0.1278 W",Mobile,Slice1,52,196,3289,Wisconsin
TXN4585920895,ACC47679,ACC51725,81232,Withdrawal,11/24/2022,0.419444444,Success,TRUE,"34.0522 N, -74.006 W",Desktop,Slice3,56,99,9155,Washington
TXN9753006039,ACC68822,ACC16251,119995,Transfer,11/24/2022,0.420138889,Success,TRUE,"40.7128 N, -118.2437 W",Mobile,Slice3,73,166,6753,Pennsylvania
TXN1783258965,ACC79528,ACC94835,72614,Withdrawal,11/24/2022,10:45:00 AM,Success,FALSE,"55.7558 N, 37.6173 W",Desktop,Slice1,100,113,1398,Idaho
TXN9725121816,ACC56902,ACC86151,117060,Withdrawal,11/24/2022,10:41:00 AM,Success,FALSE,"35.6895 N, 0.1278 W",Desktop,Slice3,68,228,6128,Rhode Island
TXN6891762184,ACC63967,ACC90350,140585,Deposit,11/25/2022,0.438194444,Success,TRUE,"48.8566 N, 0.1278 W",Desktop,Slice2,75,60,4461,Alabama
TXN5262577229,ACC23680,ACC21510,77475,Deposit,11/25/2022,0.429861111,Success,TRUE,"55.7558 N, 2.3522 W",Mobile,Slice1,51,123,6922,Delaware
TXN9272395195,ACC32275,ACC71363,57797,Withdrawal,11/25/2022,0.424305556,Success,TRUE,"48.8566 N, 139.6917 W",Mobile,Slice1,92,66,4111,Kansas
TXN6569078109,ACC59886,ACC77651,106728,Transfer,11/25/2022,10:43:00 AM,Success,TRUE,"35.6895 N, 0.1278 W",Mobile,Slice3,69,231,8618,Nevada
TXN6774647261,ACC83881,ACC65341,126380,Deposit,11/26/2022,0.458333333,Success,FALSE,"48.8566 N, 139.6917 W",Desktop,Slice1,70,192,7015,New York
TXN6246207885,ACC34364,ACC98698,15289,Transfer,11/26/2022,0.432638889,Success,TRUE,"55.7558 N, 37.6173 W",Desktop,Slice2,61,185,5087,Wisconsin
TXN7074825756,ACC80128,ACC82248,147797,Deposit,11/26/2022,0.417361111,Failed,TRUE,"48.8566 N, 139.6917 W",Mobile,Slice1,92,205,1510,Kentucky
TXN2359071560,ACC14335,ACC98744,81076,Deposit,11/26/2022,10:29:00 AM,Success,FALSE,"35.6895 N, 139.6917 W",Desktop,Slice3,75,188,8166,California
TXN4227899265,ACC65747,ACC20563,9745,Deposit,11/27/2022,0.444444444,Success,FALSE,"48.8566 N, 139.6917 W",Desktop,Slice2,59,59,1094,Illinois
TXN7094903743,ACC67955,ACC99356,87049,Deposit,11/27/2022,0.429861111,Success,TRUE,"55.7558 N, 37.6173 W",Desktop,Slice2,75,134,3155,Mississippi
TXN1428054922,ACC82828,ACC77176,114712,Withdrawal,11/27/2022,0.420138889,Success,TRUE,"55.7558 N, 2.3522 W",Mobile,Slice3,60,151,5814,Nevada
TXN8283960952,ACC82403,ACC83827,145862,Withdrawal,11/27/2022,10:47:00 AM,Success,TRUE,"34.0522 N, 0.1278 W",Desktop,Slice2,73,104,7372,South Dakota
TXN4299026679,ACC81116,ACC90268,49896,Transfer,11/28/2022,0.430555556,Success,TRUE,"40.7128 N, 37.6173 W",Desktop,Slice1,65,110,7519,Vermont
TXN4342664555,ACC90317,ACC33256,47974,Deposit,11/28/2022,0.434027778,Success,TRUE,"40.7128 N, -74.006 W",Desktop,Slice2,70,150,8700,Arizona
TXN7937750067,ACC26501,ACC19142,93876,Withdrawal,11/28/2022,0.427083333,Success,FALSE,"55.7558 N, 2.3522 W",Mobile,Slice1,74,218,6257,Iowa
TXN4210826474,ACC11545,ACC80855,56057,Deposit,11/28/2022,10:04:00 AM,Success,TRUE,"35.6895 N, 2.3522 W",Mobile,Slice2,63,90,4555,Illinois
TXN9437963697,ACC85972,ACC43808,120341,Deposit,11/29/2022,0.427777778,Success,FALSE,"55.7558 N, -74.006 W",Mobile,Slice2,54,247,3943,Oklahoma
TXN8283960952,ACC82403,ACC83827,141843,Deposit,11/29/2022,0.449305556,Success,TRUE,"34.0522 N, 0.1278 W",Desktop,Slice3,90,104,7372,Washington
TXN8482029253,ACC98343,ACC94038,64294,Deposit,11/29/2022,0.454861111,Success,TRUE,"34.0522 N, 139.6917 W",Mobile,Slice3,73,198,2812,New Hampshire
TXN6009434046,ACC39012,ACC39126,73318,Transfer,11/29/2022,10:23:00 AM,Success,TRUE,"51.5074 N, 37.6173 W",Mobile,Slice1,78,235,5602,West Virginia
TXN1328647070,ACC89958,ACC33093,64804,Deposit,11/30/2022,0.429166667,Success,TRUE,"35.6895 N, -118.2437 W",Desktop,Slice2,98,176,5049,North Carolina
TXN6948194620,ACC36199,ACC30649,63588,Withdrawal,11/30/2022,0.424305556,Success,TRUE,"51.5074 N, -118.2437 W",Mobile,Slice3,99,139,5860,New Hampshire
TXN4789765472,ACC76577,ACC55052,124938,Withdrawal,11/30/2022,0.436805556,Success,TRUE,"55.7558 N, -118.2437 W",Desktop,Slice3,76,59,8403,Florida
TXN1719512608,ACC73354,ACC33847,62519,Deposit,11/30/2022,10:59:00 AM,Success,TRUE,"40.7128 N, 2.3522 W",Desktop,Slice2,77,190,3768,Iowa
TXN6418299376,ACC39373,ACC76158,49013,Transfer,12/1/2022,0.439583333,Success,TRUE,"51.5074 N, -118.2437 W",Desktop,Slice1,81,57,2915,South Carolina
TXN4715125973,ACC26336,ACC12865,28929,Deposit,12/1/2022,0.433333333,Success,TRUE,"40.7128 N, 0.1278 W",Mobile,Slice3,71,213,4260,Florida
TXN2962109726,ACC37800,ACC21840,44544,Deposit,12/1/2022,0.431944444,Failed,TRUE,"35.6895 N, -118.2437 W",Desktop,Slice3,52,148,2401,Ohio
TXN6960545700,ACC94010,ACC90072,55721,Deposit,12/1/2022,10:45:00 AM,Success,FALSE,"34.0522 N, 139.6917 W",Mobile,Slice1,69,159,1035,Hawaii
TXN5851162281,ACC82654,ACC11191,67196,Deposit,12/2/2022,0.448611111,Success,TRUE,"55.7558 N, 139.6917 W",Desktop,Slice2,54,172,9536,Nevada
TXN1136280450,ACC58515,ACC82997,138813,Deposit,12/2/2022,0.445138889,Success,FALSE,"40.7128 N, -118.2437 W",Mobile,Slice2,100,181,4915,Pennsylvania
TXN5766314722,ACC66287,ACC25255,103065,Withdrawal,12/2/2022,0.453472222,Success,FALSE,"35.6895 N, 2.3522 W",Mobile,Slice1,68,198,4436,Missouri
TXN4205537111,ACC84409,ACC68618,122739,Deposit,12/2/2022,10:38:00 AM,Success,TRUE,"55.7558 N, 37.6173 W",Mobile,Slice3,77,95,6745,Indiana
TXN1222897131,ACC24137,ACC15360,43583,Deposit,12/3/2022,0.447916667,Success,FALSE,"34.0522 N, 0.1278 W",Mobile,Slice1,70,142,7040,New York
TXN1261240074,ACC90621,ACC33562,38308,Deposit,12/3/2022,0.429166667,Success,FALSE,"51.5074 N, -118.2437 W",Desktop,Slice2,59,143,8809,Illinois
TXN1496379688,ACC34029,ACC55793,47161,Transfer,12/3/2022,0.455555556,Failed,FALSE,"35.6895 N, -118.2437 W",Desktop,Slice1,61,148,6951,Illinois
TXN4387242707,ACC62867,ACC58378,46397,Withdrawal,12/3/2022,10:48:00 AM,Success,TRUE,"35.6895 N, -118.2437 W",Desktop,Slice1,71,123,1101,Washington
TXN4966699908,ACC63657,ACC65237,26861,Withdrawal,12/4/2022,0.438194444,Success,FALSE,"55.7558 N, 37.6173 W",Desktop,Slice1,78,67,7995,Tennessee
TXN2194042729,ACC77671,ACC70740,102794,Deposit,12/4/2022,0.456944444,Success,FALSE,"55.7558 N, -74.006 W",Desktop,Slice3,52,221,4296,Illinois
TXN3914244875,ACC88176,ACC46950,94723,Withdrawal,12/4/2022,0.434722222,Failed,TRUE,"55.7558 N, -74.006 W",Desktop,Slice1,74,77,7910,Florida
TXN1231957148,ACC22767,ACC15053,124209,Withdrawal,12/4/2022,10:16:00 AM,Success,FALSE,"35.6895 N, -74.006 W",Desktop,Slice2,66,76,5738,South Carolina
TXN8918643323,ACC22774,ACC61845,120390,Deposit,12/5/2022,0.446527778,Success,TRUE,"34.0522 N, 0.1278 W",Mobile,Slice1,57,157,4638,Rhode Island
TXN7284540949,ACC46333,ACC52400,71495,Withdrawal,12/5/2022,0.442361111,Success,FALSE,"51.5074 N, 37.6173 W",Desktop,Slice1,73,87,7605,Illinois
TXN4304334477,ACC14700,ACC95607,145171,Transfer,12/5/2022,0.432638889,Failed,TRUE,"48.8566 N, -74.006 W",Mobile,Slice3,84,188,9286,Massachusetts
TXN5388880723,ACC99165,ACC71591,55312,Transfer,12/5/2022,10:26:00 AM,Success,TRUE,"40.7128 N, 2.3522 W",Desktop,Slice2,76,69,9976,New York
TXN2644019441,ACC69928,ACC15272,53257,Withdrawal,12/6/2022,0.421527778,Success,TRUE,"51.5074 N, 139.6917 W",Mobile,Slice2,87,173,9877,Montana
TXN8704693172,ACC12639,ACC94255,111027,Transfer,12/6/2022,0.438888889,Success,FALSE,"51.5074 N, -118.2437 W",Mobile,Slice3,96,217,6242,Delaware
TXN4675367499,ACC49487,ACC48009,2801,Deposit,12/6/2022,0.447916667,Failed,FALSE,"40.7128 N, 0.1278 W",Mobile,Slice3,66,234,6436,Arkansas
TXN2331276401,ACC97833,ACC23301,43082,Deposit,12/6/2022,10:59:00 AM,Success,TRUE,"48.8566 N, -74.006 W",Mobile,Slice1,89,120,9852,Arkansas
TXN3181213064,ACC79424,ACC13917,66623,Transfer,12/7/2022,0.427083333,Success,FALSE,"51.5074 N, 139.6917 W",Mobile,Slice1,63,117,9487,New York
TXN7255939236,ACC14492,ACC81365,69077,Transfer,12/7/2022,0.420833333,Success,FALSE,"48.8566 N, -118.2437 W",Mobile,Slice1,79,80,4389,Mississippi
TXN3578739019,ACC11332,ACC95588,106421,Withdrawal,12/7/2022,0.449305556,Failed,FALSE,"51.5074 N, 0.1278 W",Desktop,Slice3,76,248,6386,North Carolina
TXN2332983910,ACC19647,ACC41163,122724,Deposit,12/7/2022,10:51:00 AM,Success,TRUE,"48.8566 N, 0.1278 W",Mobile,Slice1,91,209,7745,Tennessee
TXN6614511449,ACC14564,ACC10609,144898,Transfer,12/8/2022,0.445138889,Success,TRUE,"34.0522 N, -74.006 W",Desktop,Slice3,92,161,8229,Delaware
TXN4692899483,ACC79416,ACC10182,66576,Deposit,12/8/2022,0.45,Success,FALSE,"34.0522 N, 37.6173 W",Desktop,Slice2,56,121,6448,Minnesota
TXN1256384918,ACC44416,ACC80838,148681,Transfer,12/8/2022,0.445833333,Failed,FALSE,"51.5074 N, 37.6173 W",Desktop,Slice3,84,103,6624,Iowa
TXN9541784204,ACC84924,ACC47753,137077,Withdrawal,12/8/2022,10:23:00 AM,Success,TRUE,"34.0522 N, 2.3522 W",Desktop,Slice1,67,99,1038,South Carolina
TXN6762754838,ACC88574,ACC43420,118708,Transfer,12/9/2022,0.438888889,Success,TRUE,"55.7558 N, 37.6173 W",Mobile,Slice1,86,225,3789,Maine
TXN8464942775,ACC54102,ACC27415,26011,Transfer,12/9/2022,0.417361111,Success,FALSE,"35.6895 N, 2.3522 W",Desktop,Slice3,73,55,4971,South Carolina
TXN8533263880,ACC57300,ACC46999,99566,Deposit,12/9/2022,0.420138889,Failed,TRUE,"48.8566 N, -118.2437 W",Desktop,Slice1,73,176,9355,Montana
TXN9572855642,ACC79077,ACC60005,140399,Withdrawal,12/9/2022,10:35:00 AM,Success,TRUE,"51.5074 N, -118.2437 W",Desktop,Slice3,78,84,6135,Michigan
TXN4326221784,ACC81249,ACC67099,142526,Deposit,12/10/2022,0.439583333,Success,TRUE,"55.7558 N, -118.2437 W",Desktop,Slice1,80,190,6561,Delaware
TXN8572380298,ACC70377,ACC20352,17011,Deposit,12/10/2022,0.427083333,Failed,TRUE,"40.7128 N, 139.6917 W",Desktop,Slice2,66,139,6668,Michigan
TXN2630496789,ACC11158,ACC54603,125544,Transfer,12/10/2022,0.447222222,Failed,TRUE,"34.0522 N, 139.6917 W",Mobile,Slice1,86,136,2502,Arkansas
TXN1422419582,ACC99315,ACC69134,109322,Deposit,12/10/2022,10:55:00 AM,Success,TRUE,"48.8566 N, 2.3522 W",Desktop,Slice2,100,240,5108,Illinois
TXN6766899632,ACC22489,ACC48565,142822,Deposit,12/11/2022,0.438194444,Success,TRUE,"55.7558 N, -74.006 W",Mobile,Slice2,76,143,7105,New Jersey
TXN2661971569,ACC40581,ACC13227,67338,Deposit,12/11/2022,0.450694444,Success,FALSE,"40.7128 N, 2.3522 W",Mobile,Slice3,86,219,8529,Ohio
TXN2189034163,ACC24939,ACC96021,139062,Transfer,12/11/2022,0.440277778,Success,FALSE,"34.0522 N, -118.2437 W",Desktop,Slice2,72,75,7009,Kansas
TXN5779708393,ACC50669,ACC36490,137613,Transfer,12/11/2022,10:01:00 AM,Success,TRUE,"35.6895 N, 2.3522 W",Desktop,Slice2,74,220,5276,Nebraska
TXN3721860915,ACC35584,ACC13364,55023,Withdrawal,12/12/2022,0.449305556,Success,TRUE,"40.7128 N, -74.006 W",Mobile,Slice1,60,218,7082,Ohio
TXN4838560510,ACC51023,ACC11813,32088,Deposit,12/12/2022,0.434722222,Success,TRUE,"55.7558 N, 139.6917 W",Desktop,Slice3,85,164,2218,Iowa
TXN6243731428,ACC29789,ACC25519,8329,Withdrawal,12/12/2022,0.427777778,Success,FALSE,"34.0522 N, 0.1278 W",Desktop,Slice2,98,186,8409,California
TXN4181704626,ACC95406,ACC83717,108849,Withdrawal,12/12/2022,10:32:00 AM,Success,TRUE,"35.6895 N, -74.006 W",Mobile,Slice1,82,74,9279,Massachusetts
TXN2332983910,ACC19647,ACC41163,136106,Transfer,12/13/2022,0.452083333,Success,TRUE,"48.8566 N, 0.1278 W",Mobile,Slice1,63,209,7745,Washington
TXN2506568464,ACC20907,ACC76958,147854,Transfer,12/13/2022,0.423611111,Success,TRUE,"40.7128 N, -118.2437 W",Desktop,Slice3,96,139,7445,Maryland
TXN9207597207,ACC86589,ACC50164,40790,Deposit,12/13/2022,0.439583333,Success,TRUE,"48.8566 N, 0.1278 W",Mobile,Slice3,71,106,4128,Oregon
TXN6280767843,ACC90421,ACC28114,10439,Withdrawal,12/14/2022,0.428472222,Success,FALSE,"48.8566 N, 37.6173 W",Desktop,Slice2,59,178,4722,Alabama
TXN6689630393,ACC54726,ACC89370,129166,Deposit,12/14/2022,0.444444444,Failed,TRUE,"40.7128 N, 2.3522 W",Mobile,Slice3,80,239,8579,Colorado
TXN6524975064,ACC23026,ACC93214,35138,Deposit,12/14/2022,0.452777778,Success,TRUE,"34.0522 N, 0.1278 W",Mobile,Slice2,50,171,8115,Missouri
TXN1372797888,ACC57771,ACC28955,10709,Deposit,12/14/2022,10:36:00 AM,Success,FALSE,"40.7128 N, 37.6173 W",Desktop,Slice3,85,244,6345,Arizona
TXN9326625381,ACC28204,ACC97616,105988,Transfer,12/15/2022,0.436805556,Success,FALSE,"40.7128 N, 0.1278 W",Mobile,Slice2,81,117,9953,Nevada
TXN4821129470,ACC77377,ACC11572,39702,Deposit,12/15/2022,0.453472222,Success,TRUE,"40.7128 N, 37.6173 W",Mobile,Slice2,93,157,5077,Delaware
TXN4593628723,ACC84611,ACC53350,126633,Deposit,12/15/2022,0.435416667,Success,TRUE,"40.7128 N, 37.6173 W",Mobile,Slice3,87,228,5315,North Carolina
TXN2981368392,ACC59255,ACC53003,38516,Deposit,12/15/2022,10:30:00 AM,Success,TRUE,"35.6895 N, 2.3522 W",Mobile,Slice1,56,194,7865,New Jersey
TXN8058810575,ACC72602,ACC81316,65600,Withdrawal,12/16/2022,0.427777778,Success,FALSE,"51.5074 N, 37.6173 W",Mobile,Slice3,72,111,4312,Nebraska
TXN8857190097,ACC63630,ACC83176,144734,Deposit,12/16/2022,0.438194444,Success,FALSE,"55.7558 N, -74.006 W",Mobile,Slice1,94,143,6184,Oregon
TXN5882730267,ACC69574,ACC42196,75443,Withdrawal,12/16/2022,0.438888889,Success,FALSE,"55.7558 N, 0.1278 W",Desktop,Slice3,97,90,9062,South Carolina
TXN1135873779,ACC24360,ACC36461,74542,Withdrawal,12/16/2022,10:52:00 AM,Success,TRUE,"35.6895 N, -74.006 W",Desktop,Slice1,74,149,3107,Montana
TXN8262818336,ACC52547,ACC63134,35216,Deposit,12/17/2022,0.447222222,Success,FALSE,"34.0522 N, 0.1278 W",Desktop,Slice1,51,192,9932,Indiana
TXN5792754437,ACC50000,ACC92966,65435,Withdrawal,12/17/2022,0.435416667,Failed,FALSE,"48.8566 N, 37.6173 W",Mobile,Slice2,78,145,4071,Rhode Island
TXN4417009985,ACC71245,ACC83737,39747,Withdrawal,12/17/2022,0.430555556,Success,FALSE,"55.7558 N, 37.6173 W",Mobile,Slice2,50,118,3492,Alabama
TXN1328647070,ACC89958,ACC33093,84278,Deposit,12/17/2022,10:18:00 AM,Success,FALSE,"35.6895 N, -118.2437 W",Desktop,Slice2,71,176,5049,Nevada
TXN4719214031,ACC90519,ACC47130,121615,Deposit,12/18/2022,0.429861111,Success,FALSE,"51.5074 N, 2.3522 W",Desktop,Slice1,67,110,2790,North Dakota
TXN1983335898,ACC41052,ACC95407,97882,Transfer,12/18/2022,0.438194444,Success,TRUE,"51.5074 N, 2.3522 W",Desktop,Slice1,97,181,1298,Colorado
TXN2166128709,ACC11156,ACC57086,52416,Withdrawal,12/18/2022,0.420833333,Success,TRUE,"40.7128 N, 2.3522 W",Mobile,Slice2,73,179,4525,Florida
TXN4691809504,ACC92647,ACC61944,73948,Withdrawal,12/18/2022,10:20:00 AM,Success,TRUE,"34.0522 N, -118.2437 W",Mobile,Slice1,91,243,6155,Vermont
TXN5955230998,ACC41859,ACC76935,13195,Deposit,12/19/2022,0.447916667,Success,FALSE,"40.7128 N, 2.3522 W",Mobile,Slice2,72,169,7158,Georgia
TXN7250272568,ACC49715,ACC10486,133468,Transfer,12/19/2022,0.438194444,Failed,FALSE,"35.6895 N, 37.6173 W",Desktop,Slice1,85,78,7280,Georgia
TXN4437479248,ACC45830,ACC66726,5420,Deposit,12/19/2022,0.438888889,Success,TRUE,"51.5074 N, -118.2437 W",Mobile,Slice2,67,84,3773,Mississippi
TXN4179721497,ACC93575,ACC61999,45185,Withdrawal,12/19/2022,10:46:00 AM,Success,FALSE,"51.5074 N, -118.2437 W",Desktop,Slice1,71,208,8968,Wyoming
TXN1093768801,ACC80825,ACC64136,80344,Deposit,12/20/2022,0.435416667,Success,TRUE,"55.7558 N, 2.3522 W",Mobile,Slice2,75,92,4540,Utah
TXN5377295849,ACC94970,ACC40110,74441,Withdrawal,12/20/2022,0.428472222,Success,FALSE,"51.5074 N, 0.1278 W",Mobile,Slice3,94,66,7067,Oklahoma
TXN1245169622,ACC91787,ACC54608,136401,Transfer,12/20/2022,0.426388889,Success,TRUE,"34.0522 N, 2.3522 W",Desktop,Slice2,82,240,1874,Oklahoma
TXN3895765690,ACC67439,ACC79384,41253,Deposit,12/20/2022,10:10:00 AM,Success,FALSE,"55.7558 N, -74.006 W",Desktop,Slice1,78,57,2849,South Dakota
TXN6457249658,ACC13820,ACC22675,52430,Transfer,12/21/2022,0.454166667,Success,FALSE,"55.7558 N, 37.6173 W",Mobile,Slice2,63,175,6182,Alaska
TXN6379637727,ACC88149,ACC56767,45876,Transfer,12/21/2022,0.445138889,Success,TRUE,"55.7558 N, 139.6917 W",Mobile,Slice3,79,94,7397,Washington
TXN6621010350,ACC62557,ACC33681,43924,Deposit,12/21/2022,0.423611111,Success,FALSE,"48.8566 N, 0.1278 W",Desktop,Slice3,88,232,4607,New Mexico
TXN8789730264,ACC91269,ACC19289,109410,Deposit,12/21/2022,10:24:00 AM,Success,FALSE,"34.0522 N, 0.1278 W",Desktop,Slice2,93,232,4545,West Virginia
TXN1560794795,ACC61408,ACC65100,88287,Withdrawal,12/22/2022,0.429861111,Success,TRUE,"48.8566 N, 2.3522 W",Mobile,Slice3,77,75,7403,Maine
TXN2596037056,ACC51541,ACC16323,85464,Withdrawal,12/22/2022,0.430555556,Failed,TRUE,"40.7128 N, -74.006 W",Mobile,Slice2,91,223,5480,North Dakota
TXN2070571988,ACC94322,ACC17821,14959,Withdrawal,12/22/2022,10:42:00 AM,Success,TRUE,"48.8566 N, 37.6173 W",Desktop,Slice1,69,183,1116,Oregon
TXN8065405961,ACC88942,ACC30664,1856,Transfer,12/23/2022,0.422916667,Success,FALSE,"55.7558 N, 2.3522 W",Desktop,Slice1,81,109,1370,Alaska
TXN9190915445,ACC22862,ACC56214,66109,Withdrawal,12/23/2022,0.424305556,Success,FALSE,"48.8566 N, 0.1278 W",Desktop,Slice2,68,77,3774,Arkansas
TXN1116395817,ACC49997,ACC16705,68952,Transfer,12/23/2022,10:40:00 AM,Success,TRUE,"34.0522 N, -118.2437 W",Desktop,Slice1,72,244,3221,New York
TXN9697363753,ACC23612,ACC74572,117672,Deposit,12/24/2022,0.432638889,Success,TRUE,"40.7128 N, -74.006 W",Mobile,Slice1,64,168,7203,Arkansas
TXN1640299129,ACC32963,ACC77206,14296,Transfer,12/24/2022,0.428472222,Failed,TRUE,"34.0522 N, 2.3522 W",Desktop,Slice3,76,135,6083,Rhode Island
TXN9239256714,ACC79905,ACC26690,142692,Withdrawal,12/24/2022,10:17:00 AM,Success,TRUE,"40.7128 N, 0.1278 W",Mobile,Slice1,72,180,1555,Rhode Island
TXN1459386338,ACC84903,ACC85794,38837,Deposit,12/25/2022,0.421527778,Success,FALSE,"40.7128 N, 2.3522 W",Mobile,Slice2,61,240,9686,Virginia
TXN5922675949,ACC24773,ACC49515,74346,Deposit,12/25/2022,0.428472222,Failed,FALSE,"55.7558 N, 139.6917 W",Desktop,Slice2,60,129,5270,Nebraska
TXN8589870338,ACC62754,ACC42119,143331,Deposit,12/25/2022,10:43:00 AM,Success,FALSE,"51.5074 N, 139.6917 W",Mobile,Slice3,87,125,4608,Missouri
TXN9915802724,ACC18274,ACC66957,57350,Withdrawal,12/26/2022,0.447222222,Success,FALSE,"35.6895 N, 2.3522 W",Mobile,Slice2,76,135,3152,Kansas
TXN8489127084,ACC68214,ACC69691,128694,Transfer,12/26/2022,0.420138889,Failed,TRUE,"55.7558 N, 0.1278 W",Desktop,Slice1,88,143,2636,Missouri
TXN6806243378,ACC47965,ACC43390,80692,Transfer,12/26/2022,10:52:00 AM,Success,FALSE,"51.5074 N, 37.6173 W",Desktop,Slice1,85,60,5788,Arizona
TXN1519832715,ACC65856,ACC49534,52890,Transfer,12/27/2022,0.422916667,Success,FALSE,"48.8566 N, 37.6173 W",Desktop,Slice1,64,100,8306,Connecticut
TXN9928470605,ACC51910,ACC64761,132012,Deposit,12/27/2022,0.45625,Success,FALSE,"55.7558 N, 2.3522 W",Mobile,Slice1,97,241,2166,Wisconsin
TXN5766314722,ACC66287,ACC25255,60113,Deposit,12/27/2022,10:53:00 AM,Success,FALSE,"35.6895 N, 2.3522 W",Mobile,Slice1,85,198,4436,Louisiana
TXN6549632788,ACC10043,ACC88019,120351,Transfer,12/28/2022,0.442361111,Success,TRUE,"55.7558 N, -74.006 W",Mobile,Slice1,64,96,6034,Arizona
